Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Marital_status_group,Application_mode_group,Previous_qualification_group,Mothers_qualification_group,Fathers_qualification_group,Age_group,First_sem_approval_ratio,Second_sem_approval_ratio,Overall_approval_ratio,Grade_change,Course_load_change,Average_grade,Total_credits,Total_units_enrolled,Total_units_approved,Course_completion_ratio,Total_evaluations,Evaluation_participation_ratio,Total_without_evaluations,Without_evaluations_ratio,Financial_stability,Economic_context_score,First_sem_engagement,Second_sem_engagement,Engagement_change
1,1,3.5,9500.0,1,1,142.0,1,19,19,1.0,1.0,125.5,1,0,0,1,0,0,18,0,0,8,12,7.0,12.857142857142858,0,0,8,12,7,12.857142857142858,0,12.7,3.7,-1.7,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.875,0.875,0.875,0.0,0,12.857142857142858,0,16,14.0,0.875,24,1.5,0,0.0,1,-0.0166666666666666,1.5,1.5,0.0
1,1,3.5,9670.0,1,1,125.0,1,1,38,4.0,7.0,114.9,1,0,0,1,0,0,19,0,0,6,8,6.0,13.375,0,0,6,7,6,12.285714285714286,0,11.1,0.6,2.02,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,1.0,1.0,-1.0892857142857135,0,12.830357142857142,0,12,12.0,1.0,15,1.25,0,0.0,1,0.462,1.3333333333333333,1.1666666666666667,-0.1666666666666665
1,1,1.0,9500.0,1,1,126.0,1,19,19,3.0,7.0,123.9,0,0,0,1,0,0,19,0,0,7,8,6.0,13.296666666666669,0,0,8,9,7,14.114285714285714,0,11.1,0.6,2.02,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.8571428571428571,0.875,0.8660714285714286,0.8176190476190452,1,13.70547619047619,0,15,13.0,0.8666666666666667,17,1.1333333333333333,0,0.0,1,0.462,1.1428571428571428,1.125,-0.0178571428571427
1,1,1.0,9238.0,1,1,151.0,1,19,38,9.0,9.0,157.0,1,0,0,1,0,0,18,0,0,6,8,5.0,11.6,0,0,6,12,4,11.0,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.8333333333333334,0.6666666666666666,0.75,-0.5999999999999996,0,11.3,0,12,9.0,0.75,20,1.6666666666666667,0,0.0,1,0.5253333333333333,1.3333333333333333,2.0,0.6666666666666667
1,17,2.0,9238.0,1,1,115.0,1,19,38,7.0,8.0,116.4,1,0,0,1,0,0,21,0,0,6,9,6.0,11.375,0,0,6,9,6,13.285714285714286,0,16.2,0.3,-0.92,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,1.9107142857142865,0,12.330357142857142,0,12,12.0,1.0,18,1.5,0,0.0,1,-0.1719999999999999,1.5,1.5,0.0
1,1,1.0,9085.0,1,1,138.0,1,19,19,3.0,3.0,131.0,1,0,0,1,0,0,18,0,0,5,9,5.0,12.666666666666666,0,0,5,7,4,13.0,0,9.4,-0.8,-3.12,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,0.8,0.9,0.3333333333333339,0,12.833333333333332,0,10,9.0,0.9,16,1.6,0,0.0,1,0.0613333333333332,1.8,1.4,-0.4000000000000001
1,1,1.0,9147.0,1,1,135.0,1,19,1,9.0,9.0,122.1,1,0,0,1,0,0,20,0,0,5,6,5.0,12.0,0,0,5,6,5,12.333333333333334,0,16.2,0.3,-0.92,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,0.3333333333333339,0,12.166666666666668,0,10,10.0,1.0,12,1.2,0,0.0,1,-0.1719999999999999,1.2,1.2,0.0
1,17,2.0,9500.0,1,1,127.0,1,3,3,1.0,10.0,118.8,1,0,0,1,1,0,19,0,0,7,9,6.0,12.933333333333332,0,0,7,7,6,13.716666666666669,0,16.2,0.3,-0.92,Single,Regular_Phase,Secondary,High,High,Teen,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7833333333333368,0,13.325,0,14,12.0,0.8571428571428571,16,1.1428571428571428,0,0.0,1,-0.1719999999999999,1.2857142857142858,1.0,-0.2857142857142858
1,44,1.0,9003.0,1,1,150.0,1,4,5,4.0,2.0,150.0,0,0,0,1,1,0,21,0,0,6,15,5.0,11.857142857142858,0,0,6,16,5,10.571428571428571,0,16.2,0.3,-0.92,Single,Special_Entry,Secondary,High,High,Young Adult,0.8333333333333334,0.8333333333333334,0.8333333333333334,-1.2857142857142865,0,11.214285714285715,0,12,10.0,0.8333333333333334,31,2.583333333333333,0,0.0,1,-0.1719999999999999,2.5,2.6666666666666665,0.1666666666666665
1,51,1.0,9070.0,1,1,125.0,1,42,3,16.5,16.5,130.0,1,0,0,1,1,0,20,0,0,6,7,6.0,12.833333333333334,0,0,6,9,4,13.4,0,8.9,1.4,3.51,Single,Special_Entry,Secondary,Medium,High,Young Adult,1.0,0.6666666666666666,0.8333333333333333,0.5666666666666664,0,13.116666666666667,0,12,10.0,0.8333333333333334,16,1.3333333333333333,0,0.0,1,0.7576666666666666,1.1666666666666667,1.5,0.3333333333333332
1,1,1.0,9147.0,1,1,143.0,1,1,1,4.0,6.0,138.8,0,0,0,1,1,0,18,0,0,5,9,3.0,11.333333333333334,0,0,5,8,2,13.5,0,8.9,1.4,3.51,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.6,0.4,0.5,2.166666666666666,0,12.416666666666668,0,10,5.0,0.5,17,1.7,0,0.0,1,0.7576666666666666,1.8,1.6,-0.1999999999999999
1,18,1.0,8378.5,1,1,138.0,1,19,1,9.0,5.0,134.5,1,0,0,1,0,0,19,0,0,6,6,6.0,12.666666666666666,0,0,6,8,6,14.375,0,12.4,0.5,1.79,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,1.0,1.0,1.708333333333334,0,13.520833333333332,0,12,12.0,1.0,14,1.1666666666666667,0,0.0,1,0.3523333333333333,1.0,1.3333333333333333,0.3333333333333332
1,1,1.0,9991.0,1,1,130.0,1,2,37,3.0,9.0,131.4,0,0,0,1,1,0,34,0,0,5,6,5.0,12.4,0,0,5,9,5,13.428571428571429,0,13.9,-0.3,0.79,Single,Regular_Phase,Secondary,High,Medium,Mature,1.0,1.0,1.0,1.0285714285714285,0,12.914285714285716,0,10,10.0,1.0,15,1.5,0,0.0,1,0.1523333333333333,1.2,1.8,0.6000000000000001
1,39,1.0,8378.5,1,1,130.0,1,38,37,9.0,6.0,102.5,0,0,0,1,1,0,34,0,0,7,7,0.0,7.399999999999999,0,0,7,7,1,10.0,0,8.9,1.4,3.51,Single,Special_Entry,Secondary,Medium,Medium,Mature,0.0,0.1428571428571428,0.0714285714285714,2.6000000000000005,0,8.7,0,14,1.0,0.0714285714285714,14,1.0,0,0.0,1,0.7576666666666666,1.0,1.0,0.0
1,39,1.0,9119.0,1,1,133.1,1,34,37,0.0,0.0,128.8,1,0,0,1,1,0,34,0,0,5,0,0.0,7.399999999999999,0,0,5,0,0,6.874999999999999,0,7.6,2.6,0.32,Single,Special_Entry,Secondary,Low,Medium,Mature,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,10,0.0,0.0,0,0.0,0,0.0,1,0.5253333333333333,0.0,0.0,0.0
1,43,1.0,9147.0,1,1,140.0,1,37,37,6.0,6.0,122.9,0,0,0,1,0,0,34,0,0,5,10,1.0,10.0,0,0,5,8,2,12.0,0,16.2,0.3,-0.92,Single,Special_Entry,Secondary,Medium,Medium,Mature,0.2,0.4,0.3,2.0,0,11.0,0,10,3.0,0.3,18,1.8,0,0.0,1,-0.1719999999999999,2.0,1.6,-0.3999999999999999
1,39,1.0,9991.0,1,1,120.0,1,19,19,9.0,3.0,113.9,1,0,0,1,0,0,34,0,0,5,8,5.0,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Single,Special_Entry,Secondary,Medium,Medium,Mature,1.0,1.0,1.0,0.5999999999999996,0,11.3,0,10,10.0,1.0,13,1.3,0,0.0,1,0.5253333333333333,1.6,1.0,-0.6000000000000001
1,44,1.0,9130.0,1,1,120.0,1,4,4,3.0,6.0,120.0,0,0,0,1,0,0,20,0,0,6,13,3.0,11.666666666666666,0,0,6,11,3,12.0,0,12.4,0.5,1.79,Single,Special_Entry,Secondary,High,High,Young Adult,0.5,0.5,0.5,0.3333333333333339,0,11.833333333333332,0,12,6.0,0.5,24,2.0,0,0.0,1,0.3523333333333333,2.1666666666666665,1.8333333333333333,-0.3333333333333332
1,1,3.5,9773.0,1,1,126.0,1,3,3,2.0,2.0,121.1,0,0,0,1,0,0,18,0,0,6,6,4.0,12.75,0,0,5,5,0,6.874999999999999,0,12.7,3.7,-1.7,Single,Regular_Phase,Secondary,High,High,Teen,0.6666666666666666,0.0,0.3333333333333333,-5.875000000000001,-1,9.8125,0,11,4.0,0.3636363636363636,11,1.0,0,0.0,1,-0.0166666666666666,1.0,1.0,0.0
1,1,2.0,9147.0,1,1,133.0,1,3,19,2.0,7.0,120.4,1,0,0,1,0,0,22,0,0,5,5,5.0,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,Single,Regular_Phase,Secondary,High,Medium,Young Adult,1.0,1.0,1.0,1.0,0,15.3,0,10,10.0,1.0,10,1.0,0,0.0,1,0.7576666666666666,1.0,1.0,0.0
1,1,3.5,9500.0,1,1,103.0,1,1,3,2.0,2.0,100.6,1,0,0,1,0,0,22,0,0,7,9,5.0,13.928,0,0,8,9,7,14.342857142857142,0,11.1,0.6,2.02,Single,Regular_Phase,Secondary,Medium,High,Young Adult,0.7142857142857143,0.875,0.7946428571428572,0.4148571428571408,1,14.135428571428571,0,15,12.0,0.8,18,1.2,0,0.0,1,0.462,1.2857142857142858,1.125,-0.1607142857142858
1,17,1.0,9773.0,1,1,120.0,1,1,38,5.0,5.0,121.4,0,0,0,1,0,0,20,0,0,6,7,4.0,13.0,0,0,6,7,5,13.8,0,12.4,0.5,1.79,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.6666666666666666,0.8333333333333334,0.75,0.8000000000000007,0,13.4,0,12,9.0,0.75,14,1.1666666666666667,0,0.0,1,0.3523333333333333,1.1666666666666667,1.1666666666666667,0.0
1,39,1.0,9991.0,1,1,133.1,1,37,37,9.0,9.0,109.7,0,0,0,1,0,0,29,0,0,5,0,0.0,7.399999999999999,0,0,5,0,0,6.874999999999999,0,16.2,0.3,-0.92,Single,Special_Entry,Secondary,Medium,Medium,Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,10,0.0,0.0,0,0.0,0,0.0,1,-0.1719999999999999,0.0,0.0,0.0
1,17,1.0,9991.0,1,1,154.0,1,38,38,4.0,5.0,134.1,0,0,0,1,0,0,24,0,0,5,9,2.0,11.5,0,0,5,11,3,14.333333333333334,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.4,0.6,0.5,2.833333333333334,0,12.916666666666668,0,10,5.0,0.5,20,2.0,0,0.0,1,0.5253333333333333,1.8,2.2,0.4000000000000001
1,17,2.0,9238.0,1,1,130.0,1,19,19,9.0,9.0,127.6,1,0,0,1,0,0,18,0,0,6,6,6.0,11.666666666666666,0,0,6,8,5,13.2,0,11.1,0.6,2.02,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,0.8333333333333334,0.9166666666666669,1.5333333333333332,0,12.433333333333334,0,12,11.0,0.9166666666666666,14,1.1666666666666667,0,0.0,1,0.462,1.0,1.3333333333333333,0.3333333333333332
1,17,3.5,9500.0,1,1,132.0,1,37,19,7.0,7.0,132.4,1,0,0,1,0,0,22,0,0,7,8,6.0,13.516666666666666,0,0,8,9,7,13.771428571428572,0,11.1,0.6,2.02,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.8571428571428571,0.875,0.8660714285714286,0.2547619047619065,1,13.64404761904762,0,15,13.0,0.8666666666666667,17,1.1333333333333333,0,0.0,1,0.462,1.1428571428571428,1.125,-0.0178571428571427
1,44,1.0,8378.5,1,1,130.0,1,1,19,9.0,9.0,133.4,0,0,0,1,0,0,21,0,0,6,6,6.0,11.5,0,0,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,1.7857142857142865,0,12.392857142857142,0,12,12.0,1.0,13,1.0833333333333333,0,0.0,1,0.3523333333333333,1.0,1.1666666666666667,0.1666666666666667
1,1,1.0,9238.0,1,1,139.0,1,37,38,9.0,9.0,126.1,0,0,0,1,0,0,19,0,0,6,7,5.0,12.333333333333334,0,0,6,7,6,12.833333333333334,0,12.7,3.7,-1.7,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.8333333333333334,1.0,0.9166666666666669,0.5,0,12.583333333333334,0,12,11.0,0.9166666666666666,14,1.1666666666666667,0,0.0,1,-0.0166666666666666,1.1666666666666667,1.1666666666666667,0.0
1,39,1.0,9254.0,1,1,130.0,1,19,38,9.0,7.0,113.5,0,0,0,1,0,0,24,0,0,6,6,6.0,13.666666666666666,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,0.5,0,13.916666666666666,0,12,12.0,1.0,12,1.0,0,0.0,1,0.3523333333333333,1.0,1.0,0.0
1,1,1.0,9500.0,1,1,139.0,1,37,38,6.0,6.0,121.3,1,0,0,1,0,0,19,0,0,8,10,6.0,11.833333333333334,0,0,8,10,6,11.833333333333334,0,9.4,-0.8,-3.12,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.75,0.75,0.75,0.0,0,11.833333333333334,0,16,12.0,0.75,20,1.25,0,0.0,1,0.0613333333333332,1.25,1.25,0.0
1,1,1.0,9773.0,1,1,127.0,1,1,19,7.0,7.0,121.8,1,0,0,1,0,0,20,0,0,6,11,4.0,14.0,0,0,6,12,3,11.0,0,9.4,-0.8,-3.12,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.6666666666666666,0.5,0.5833333333333333,-3.0,0,12.5,0,12,7.0,0.5833333333333334,23,1.9166666666666667,0,0.0,1,0.0613333333333332,1.8333333333333333,2.0,0.1666666666666667
1,1,3.0,9130.0,1,1,162.5,1,37,37,16.5,16.5,159.3,0,0,0,1,0,0,19,0,0,5,7,5.0,14.714285714285714,0,0,5,5,5,15.8,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,1.0,1.0,1.0857142857142872,0,15.257142857142856,0,10,10.0,1.0,12,1.2,0,0.0,1,0.5253333333333333,1.4,1.0,-0.3999999999999999
1,39,1.0,9991.0,1,1,130.0,1,38,38,9.0,9.0,120.0,0,0,0,1,0,0,27,0,0,5,12,5.0,10.6,0,0,5,10,5,11.0,0,9.4,-0.8,-3.12,Single,Special_Entry,Secondary,Medium,Medium,Adult,1.0,1.0,1.0,0.4000000000000003,0,10.8,0,10,10.0,1.0,22,2.2,0,0.0,1,0.0613333333333332,2.4,2.0,-0.3999999999999999
1,1,1.0,9500.0,1,1,130.0,1,1,19,5.0,5.0,129.1,1,0,0,1,0,0,18,0,0,7,9,7.0,13.044444444444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,1.0,1.0,0.5505555555555564,1,13.319722222222222,0,15,15.0,1.0,19,1.2666666666666666,0,0.0,1,-0.4393333333333333,1.2857142857142858,1.25,-0.0357142857142858
1,7,1.0,9254.0,1,1,130.0,1,1,3,4.0,3.0,130.0,0,0,0,1,0,0,34,0,0,6,10,0.0,7.399999999999999,0,0,6,6,0,6.874999999999999,0,12.4,0.5,1.79,Single,Special_Entry,Secondary,Medium,High,Mature,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,12,0.0,0.0,16,1.3333333333333333,0,0.0,1,0.3523333333333333,1.6666666666666667,1.0,-0.6666666666666667
1,39,1.0,9130.0,1,1,129.0,1,3,3,2.0,2.0,155.3,1,0,0,1,0,0,27,0,0,6,9,5.0,13.0,0,0,10,13,10,12.9,0,12.4,0.5,1.79,Single,Special_Entry,Secondary,High,High,Adult,0.8333333333333334,1.0,0.9166666666666669,-0.0999999999999996,4,12.95,0,16,15.0,0.9375,22,1.375,0,0.0,1,0.3523333333333333,1.5,1.3,-0.1999999999999999
1,17,1.0,9500.0,1,1,141.0,1,38,38,7.0,10.0,139.8,1,0,0,1,0,0,18,0,0,8,8,8.0,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,1.0,1.0,0.0,0,14.935,0,16,16.0,1.0,16,1.0,0,0.0,1,0.0613333333333332,1.0,1.0,0.0
1,1,3.0,8378.5,1,1,125.0,1,38,37,4.0,9.0,115.2,1,0,0,1,0,0,18,0,0,2,0,0.0,7.399999999999999,0,0,2,0,0,6.874999999999999,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,4,0.0,0.0,0,0.0,0,0.0,1,0.5253333333333333,0.0,0.0,0.0
1,1,2.0,9500.0,1,1,125.0,1,19,19,9.0,9.0,114.9,0,0,0,1,0,0,18,0,0,7,8,6.0,13.133333333333333,0,0,8,12,7,12.221428571428572,0,16.2,0.3,-0.92,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.8571428571428571,0.875,0.8660714285714286,-0.9119047619047612,1,12.677380952380952,0,15,13.0,0.8666666666666667,20,1.3333333333333333,0,0.0,1,-0.1719999999999999,1.1428571428571428,1.5,0.3571428571428572
1,44,1.0,9238.0,1,1,130.0,1,19,1,9.0,9.0,131.9,0,0,0,1,0,0,21,0,0,6,7,6.0,12.0,0,0,6,7,6,12.0,0,13.9,-0.3,0.79,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,0.0,0,12.0,0,12,12.0,1.0,14,1.1666666666666667,0,0.0,1,0.1523333333333333,1.1666666666666667,1.1666666666666667,0.0
1,17,3.0,8378.5,1,1,133.0,1,1,37,4.0,7.0,126.0,1,0,0,1,1,0,19,0,0,2,0,0.0,7.399999999999999,0,0,2,0,0,6.874999999999999,0,10.8,1.4,1.74,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,4,0.0,0.0,0,0.0,0,0.0,1,0.4539999999999999,0.0,0.0,0.0
1,17,1.0,9070.0,1,1,127.0,1,1,1,3.0,4.0,130.2,1,0,0,1,1,0,19,0,0,6,6,5.0,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.8333333333333334,0.1666666666666666,0.5,-1.4000000000000004,0,10.7,0,12,6.0,0.5,14,1.1666666666666667,0,0.0,1,0.4539999999999999,1.0,1.3333333333333333,0.3333333333333332
1,43,1.0,9070.0,1,1,116.0,1,1,1,3.0,3.0,120.9,0,0,0,1,1,0,24,0,0,6,6,0.0,7.399999999999999,0,0,6,6,0,6.874999999999999,0,12.7,3.7,-1.7,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,12,0.0,0.0,12,1.0,0,0.0,1,-0.0166666666666666,1.0,1.0,0.0
